"1","11","Guy","Gilbert","Production Technician - WC60","2006-01-28","1981-11-12","guy1@adventure-works.com","M","Production"
"2","11","Kevin","Brown","Marketing Assistant","2006-08-26","1986-12-01","kevin0@adventure-works.com","S","Marketing"
"3","11","Roberto","Tamburello","Engineering Manager","2007-06-11","1974-06-12","roberto0@adventure-works.com","M","Engineering"
"4","11","Rob","Walters","Senior Tool Designer","2007-07-05","1974-07-23","rob0@adventure-works.com","S","Tool Design"
"5","11","Rob","Walters","Senior Tool Designer","2007-07-05","1974-07-23","rob0@adventure-works.com","S","Tool Design"
"6","11","Thierry","D'Hers","Tool Designer","2007-07-11","1959-02-26","thierry0@adventure-works.com","M","Tool Design"
"7","11","David","Bradley","Marketing Manager","2007-07-20","1974-10-17","david0@adventure-works.com","S","Marketing"
"8","11","David","Bradley","Marketing Manager","2007-07-20","1974-10-17","david0@adventure-works.com","S","Marketing"
"9","11","JoLynn","Dobney","Production Supervisor - WC60","2007-07-26","1955-08-16","jolynn0@adventure-works.com","S","Production"
"10","11","Ruth","Ellerbrock","Production Technician - WC10","2007-08-06","1956-01-03","ruth0@adventure-works.com","M","Production"
"11","11","Gail","Erickson","Design Engineer","2007-08-06","1952-04-27","gail0@adventure-works.com","M","Engineering"
"12","11","Barry","Johnson","Production Technician - WC10","2007-08-07","1955-10-25","barry0@adventure-works.com","S","Production"
"13","11","Jossef","Goldberg","Design Engineer","2007-08-24","1958-10-09","jossef0@adventure-works.com","M","Engineering"
"14","11","Terri","Duffy","Vice President of Engineering","2007-08-31","1971-03-01","terri0@adventure-works.com","S","Engineering"
"15","11","Sidney","Higa","Production Technician - WC10","2007-09-02","1956-03-30","sidney0@adventure-works.com","M","Production"
"16","11","Taylor","Maxwell","Production Supervisor - WC50","2007-09-08","1955-10-31","taylor0@adventure-works.com","M","Production"
"17","11","Jeffrey","Ford","Production Technician - WC10","2007-09-20","1956-02-09","jeffrey0@adventure-works.com","S","Production"
"18","11","Jo","Brown","Production Supervisor - WC60","2007-09-27","1956-05-08","jo0@adventure-works.com","S","Production"
"19","11","Doris","Hartwig","Production Technician - WC10","2007-10-09","1955-11-03","doris0@adventure-works.com","M","Production"
"20","11","John","Campbell","Production Supervisor - WC60","2007-10-16","1956-03-07","john0@adventure-works.com","M","Production"
"21","11","Diane","Glimp","Production Technician - WC10","2007-10-27","1955-10-28","diane0@adventure-works.com","M","Production"
"22","11","Steven","Selikoff","Production Technician - WC30","2008-07-01","1976-12-12","steven0@adventure-works.com","M","Production"
"23","11","Peter","Krebs","Production Control Manager","2008-07-01","1982-06-03","peter0@adventure-works.com","M","Production Control"
"24","11","Stuart","Munson","Production Technician - WC45","2008-07-02","1962-04-13","stuart0@adventure-works.com","S","Production"
"25","11","Greg","Alderson","Production Technician - WC45","2008-07-02","1975-11-15","greg0@adventure-works.com","S","Production"
"26","11","David","Johnson","Production Technician - WC30","2008-07-02","1979-06-02","david1@adventure-works.com","S","Production"
"27","11","Zheng","Mu","Production Supervisor - WC10","2008-07-03","1983-05-26","zheng0@adventure-works.com","S","Production"
"28","11","Ivo","Salmre","Production Technician - WC20","2008-07-04","1981-08-03","ivo0@adventure-works.com","M","Production"
"29","11","Paul","Komosinski","Production Technician - WC40","2008-07-04","1980-06-13","paul0@adventure-works.com","S","Production"
"30","11","Ashvini","Sharma","Network Administrator","2008-07-04","1976-10-25","ashvini0@adventure-works.com","S","Information Services"
"31","11","Kendall","Keil","Production Technician - WC50","2008-07-05","1985-12-28","kendall0@adventure-works.com","M","Production"
"32","11","Paula","Barreto de Mattos","Human Resources Manager","2008-07-06","1975-09-11","paula0@adventure-works.com","M","Human Resources"
"33","11","Alejandro","McGuel","Production Technician - WC40","2008-07-06","1988-07-05","alejandro0@adventure-works.com","S","Production"
"34","11","Garrett","Young","Production Technician - WC30","2008-07-07","1984-03-25","garrett0@adventure-works.com","S","Production"
"35","11","Jian Shuo","Wang","Production Technician - WC30","2008-07-07","1983-02-24","jianshuo0@adventure-works.com","S","Production"
"36","11","Susan","Eaton","Stocker","2008-07-07","1977-09-17","susan0@adventure-works.com","S","Shipping and Receiving"
"37","11","Vamsi","Kuppa","Shipping and Receiving Clerk","2008-07-07","1976-10-16","vamsi0@adventure-works.com","M","Shipping and Receiving"
"38","11","Alice","Ciccu","Production Technician - WC50","2008-07-07","1977-08-26","alice0@adventure-works.com","M","Production"
"39","11","Simon","Rapier","Production Technician - WC60","2008-07-08","1989-12-15","simon0@adventure-works.com","S","Production"
"40","11","Jinghao","Liu","Production Supervisor - WC50","2008-07-08","1988-09-05","jinghao0@adventure-works.com","S","Production"
"41","11","Michael","Hines","Production Technician - WC20","2008-07-09","1989-12-15","michael0@adventure-works.com","S","Production"
"42","11","Yvonne","McKay","Production Technician - WC45","2008-07-09","1988-11-13","yvonne0@adventure-works.com","M","Production"
"43","11","Peng","Wu","Quality Assurance Supervisor","2008-07-09","1975-10-17","peng0@adventure-works.com","M","Quality Assurance"
"44","11","Jean","Trenary","Information Services Manager","2008-07-11","1975-07-13","jean0@adventure-works.com","S","Information Services"
"45","11","Russell","Hunter","Production Technician - WC50","2008-07-12","1972-06-25","russell0@adventure-works.com","M","Production"
"46","11","A. Scott","Wright","Master Scheduler","2008-07-12","1968-04-17","ascott0@adventure-works.com","S","Production Control"
"47","11","Fred","Northup","Production Technician - WC40","2008-07-12","1989-01-23","fred0@adventure-works.com","S","Production"
"48","11","Sariya","Harnpadoungsataya","Marketing Specialist","2008-07-12","1986-12-19","sariya0@adventure-works.com","S","Marketing"
"49","11","Willis","Johnson","Recruiter","2008-07-13","1978-02-15","willis0@adventure-works.com","S","Human Resources"
"50","11","Jun","Cao","Production Technician - WC50","2008-07-14","1979-02-03","jun0@adventure-works.com","S","Production"
"51","11","Christian","Kleinerman","Maintenance Supervisor","2008-07-14","1975-08-18","christian0@adventure-works.com","M","Facilities and Maintenance"
"52","11","Susan","Metters","Production Technician - WC30","2008-07-14","1982-10-31","susan1@adventure-works.com","S","Production"
"53","11","Reuben","D'sa","Production Supervisor - WC40","2008-07-15","1987-03-27","reuben0@adventure-works.com","M","Production"
"54","11","Kirk","Koenigsbauer","Production Technician - WC45","2008-07-15","1984-09-06","kirk0@adventure-works.com","S","Production"
"55","11","David","Ortiz","Production Technician - WC60","2008-07-15","1984-07-29","david2@adventure-works.com","M","Production"
"56","11","Tengiz","Kharatishvili","Control Specialist","2008-07-16","1989-11-26","tengiz0@adventure-works.com","S","Document Control"
"57","11","Hanying","Feng","Production Technician - WC20","2008-07-16","1974-05-16","hanying0@adventure-works.com","S","Production"
"58","11","Kevin","Liu","Production Technician - WC40","2008-07-17","1985-07-25","kevin1@adventure-works.com","S","Production"
"59","11","Annik","Stahl","Production Technician - WC60","2008-07-17","1976-07-26","annik0@adventure-works.com","M","Production"
"60","11","Suroor","Fatima","Production Technician - WC50","2008-07-17","1977-09-25","suroor0@adventure-works.com","S","Production"
"61","11","Deborah","Poe","Accounts Receivable Specialist","2008-07-18","1975-10-05","deborah0@adventure-works.com","M","Finance"
"62","11","Jim","Scardelis","Production Technician - WC50","2008-07-19","1986-04-08","jim0@adventure-works.com","M","Production"
"63","11","Carole","Poland","Production Technician - WC30","2008-07-19","1983-05-19","carole0@adventure-works.com","M","Production"
"64","11","George","Li","Production Technician - WC30","2008-07-21","1976-11-14","george0@adventure-works.com","M","Production"
"65","11","Gary","Yukish","Production Technician - WC40","2008-07-22","1987-12-15","gary0@adventure-works.com","S","Production"
"66","11","Cristian","Petculescu","Production Supervisor - WC10","2008-07-22","1983-11-10","cristian0@adventure-works.com","M","Production"
"67","11","Raymond","Sam","Production Technician - WC20","2008-07-23","1966-09-30","raymond0@adventure-works.com","M","Production"
"68","11","Janaina","Bueno","Application Specialist","2008-07-23","1984-08-30","janaina0@adventure-works.com","M","Information Services"
"69","11","Bob","Hohman","Production Technician - WC50","2008-07-24","1979-03-16","bob0@adventure-works.com","S","Production"
"70","11","Shammi","Mohamed","Production Technician - WC40","2008-07-24","1980-05-04","shammi0@adventure-works.com","M","Production"
"71","11","Linda","Moschell","Production Technician - WC50","2008-07-25","1987-02-14","linda0@adventure-works.com","M","Production"
